,confirmed,country,date,datetime,deaths,file_date,province,recovered
77145,32,France,2020-04-13,2020-04-13 23:07:34,2,2020-04-13,St Martin,11
77136,1,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,Saint Pierre and Miquelon,0
77094,143,France,2020-04-13,2020-04-13 23:07:34,8,2020-04-13,Guadeloupe,67
77215,136779,France,2020-04-13,2020-04-13 23:07:34,14967,2020-04-13,France,27718
77087,55,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,French Polynesia,0
77086,86,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,French Guiana,51
77114,157,France,2020-04-13,2020-04-13 23:07:34,6,2020-04-13,Martinique,50
77115,207,France,2020-04-13,2020-04-13 23:07:34,3,2020-04-13,Mayotte,59
77118,18,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,New Caledonia,1
77134,391,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,Reunion,40
77135,6,France,2020-04-13,2020-04-13 23:07:34,0,2020-04-13,Saint Barthelemy,4
80131,18,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,New Caledonia,1
80158,32,France,2020-04-14,2020-04-14 23:33:12,2,2020-04-14,St Martin,11
80147,391,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,Reunion,40
80148,6,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,Saint Barthelemy,4
80228,130253,France,2020-04-14,2020-04-14 23:33:12,15729,2020-04-14,France,28805
80149,1,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,Saint Pierre and Miquelon,0
80100,55,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,French Polynesia,0
80107,145,France,2020-04-14,2020-04-14 23:33:12,8,2020-04-14,Guadeloupe,67
80127,157,France,2020-04-14,2020-04-14 23:33:12,6,2020-04-14,Martinique,50
80128,217,France,2020-04-14,2020-04-14 23:33:12,3,2020-04-14,Mayotte,69
80099,86,France,2020-04-14,2020-04-14 23:33:12,0,2020-04-14,French Guiana,51
83175,1,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,Saint Pierre and Miquelon,0
83184,35,France,2020-04-15,2020-04-15 22:56:32,2,2020-04-15,St Martin,13
83157,18,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,New Caledonia,1
83173,391,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,Reunion,237
83154,217,France,2020-04-15,2020-04-15 22:56:32,3,2020-04-15,Mayotte,69
83174,6,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,Saint Barthelemy,4
83126,55,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,French Polynesia,0
83133,145,France,2020-04-15,2020-04-15 22:56:32,8,2020-04-15,Guadeloupe,67
83254,133470,France,2020-04-15,2020-04-15 22:56:32,17167,2020-04-15,France,30955
83153,158,France,2020-04-15,2020-04-15 22:56:32,8,2020-04-15,Martinique,73
83125,86,France,2020-04-15,2020-04-15 22:56:32,0,2020-04-15,French Guiana,51
86216,1,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,Saint Pierre and Miquelon,0
86225,35,France,2020-04-16,2020-04-16 23:30:31,2,2020-04-16,St Martin,13
86214,394,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,Reunion,237
86215,6,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,Saint Barthelemy,4
86198,18,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,New Caledonia,1
86295,145960,France,2020-04-16,2020-04-16 23:30:31,17920,2020-04-16,France,32812
86167,55,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,French Polynesia,0
86174,145,France,2020-04-16,2020-04-16 23:30:31,8,2020-04-16,Guadeloupe,67
86194,158,France,2020-04-16,2020-04-16 23:30:31,8,2020-04-16,Martinique,73
86195,233,France,2020-04-16,2020-04-16 23:30:31,3,2020-04-16,Mayotte,69
86166,86,France,2020-04-16,2020-04-16 23:30:31,0,2020-04-16,French Guiana,51
89259,402,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,Reunion,237
89211,96,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,French Guiana,61
89260,6,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,Saint Barthelemy,4
89261,1,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,Saint Pierre and Miquelon,0
89219,145,France,2020-04-17,2020-04-17 23:30:32,8,2020-04-17,Guadeloupe,67
89270,35,France,2020-04-17,2020-04-17 23:30:32,2,2020-04-17,St Martin,13
89239,158,France,2020-04-17,2020-04-17 23:30:32,8,2020-04-17,Martinique,73
89212,55,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,French Polynesia,0
89340,147969,France,2020-04-17,2020-04-17 23:30:32,18681,2020-04-17,France,34420
89240,245,France,2020-04-17,2020-04-17 23:30:32,4,2020-04-17,Mayotte,117
89243,18,France,2020-04-17,2020-04-17 23:30:32,0,2020-04-17,New Caledonia,14
92314,1,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,Saint Pierre and Miquelon,0
92323,37,France,2020-04-18,2020-04-18 22:32:28,2,2020-04-18,St Martin,19
92312,407,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,Reunion,237
92313,6,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,Saint Barthelemy,5
92296,18,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,New Caledonia,14
92265,55,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,French Polynesia,2
92272,148,France,2020-04-18,2020-04-18 22:32:28,8,2020-04-18,Guadeloupe,73
92292,158,France,2020-04-18,2020-04-18 22:32:28,8,2020-04-18,Martinique,73
92293,254,France,2020-04-18,2020-04-18 22:32:28,4,2020-04-18,Mayotte,117
92264,96,France,2020-04-18,2020-04-18 22:32:28,0,2020-04-18,French Guiana,64
92393,147969,France,2020-04-18,2020-04-18 22:32:28,19323,2020-04-18,France,35983
95368,18,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,New Caledonia,15
95386,1,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,Saint Pierre and Miquelon,0
95395,37,France,2020-04-19,2020-04-19 23:40:41,2,2020-04-19,St Martin,19
95384,408,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,Reunion,237
95385,6,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,Saint Barthelemy,5
95465,152894,France,2020-04-19,2020-04-19 23:40:41,19718,2020-04-19,France,36578
95337,55,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,French Polynesia,2
95344,148,France,2020-04-19,2020-04-19 23:40:41,8,2020-04-19,Guadeloupe,73
95364,163,France,2020-04-19,2020-04-19 23:40:41,12,2020-04-19,Martinique,73
95365,271,France,2020-04-19,2020-04-19 23:40:41,4,2020-04-19,Mayotte,117
95336,96,France,2020-04-19,2020-04-19 23:40:41,0,2020-04-19,French Guiana,64
98467,1,France,2020-04-20,2020-04-20 23:36:27,0,2020-04-20,Saint Pierre and Miquelon,0
98476,37,France,2020-04-20,2020-04-20 23:36:27,2,2020-04-20,St Martin,19
98465,408,France,2020-04-20,2020-04-20 23:36:27,0,2020-04-20,Reunion,237
98466,6,France,2020-04-20,2020-04-20 23:36:27,0,2020-04-20,Saint Barthelemy,5
98449,18,France,2020-04-20,2020-04-20 23:36:27,0,2020-04-20,New Caledonia,15
98417,97,France,2020-04-20,2020-04-20 23:36:27,1,2020-04-20,French Guiana,69
98425,148,France,2020-04-20,2020-04-20 23:36:27,8,2020-04-20,Guadeloupe,73
98546,155275,France,2020-04-20,2020-04-20 23:36:27,20265,2020-04-20,France,37409
98445,163,France,2020-04-20,2020-04-20 23:36:27,12,2020-04-20,Martinique,73
98446,271,France,2020-04-20,2020-04-20 23:36:27,4,2020-04-20,Mayotte,117
98418,56,France,2020-04-20,2020-04-20 23:36:27,0,2020-04-20,French Polynesia,19
101557,6,France,2020-04-21,2020-04-21 23:30:30,0,2020-04-21,Saint Barthelemy,6
101567,37,France,2020-04-21,2020-04-21 23:30:30,2,2020-04-21,St Martin,19
101558,1,France,2020-04-21,2020-04-21 23:30:30,0,2020-04-21,Saint Pierre and Miquelon,0
101556,410,France,2020-04-21,2020-04-21 23:30:30,0,2020-04-21,Reunion,238
101540,18,France,2020-04-21,2020-04-21 23:30:30,0,2020-04-21,New Caledonia,17
101637,158050,France,2020-04-21,2020-04-21 23:30:30,20796,2020-04-21,France,39181
101509,56,France,2020-04-21,2020-04-21 23:30:30,0,2020-04-21,French Polynesia,19
101516,148,France,2020-04-21,2020-04-21 23:30:30,12,2020-04-21,Guadeloupe,73
101536,163,France,2020-04-21,2020-04-21 23:30:30,14,2020-04-21,Martinique,73
101537,311,France,2020-04-21,2020-04-21 23:30:30,4,2020-04-21,Mayotte,117
101508,97,France,2020-04-21,2020-04-21 23:30:30,1,2020-04-21,French Guiana,76
104666,38,France,2020-04-22,2020-04-22 23:30:32,2,2020-04-22,St Martin,19
104655,410,France,2020-04-22,2020-04-22 23:30:32,0,2020-04-22,Reunion,238
104656,6,France,2020-04-22,2020-04-22 23:30:32,0,2020-04-22,Saint Barthelemy,6
104639,18,France,2020-04-22,2020-04-22 23:30:32,0,2020-04-22,New Caledonia,17
104736,155860,France,2020-04-22,2020-04-22 23:30:32,21340,2020-04-22,France,40657
104657,1,France,2020-04-22,2020-04-22 23:30:32,0,2020-04-22,Saint Pierre and Miquelon,0
104609,57,France,2020-04-22,2020-04-22 23:30:32,0,2020-04-22,French Polynesia,35
104615,148,France,2020-04-22,2020-04-22 23:30:32,12,2020-04-22,Guadeloupe,73
104635,164,France,2020-04-22,2020-04-22 23:30:32,14,2020-04-22,Martinique,73
104636,326,France,2020-04-22,2020-04-22 23:30:32,4,2020-04-22,Mayotte,125
104608,97,France,2020-04-22,2020-04-22 23:30:32,1,2020-04-22,French Guiana,83
107781,38,France,2020-04-24,2020-04-24 03:30:31,2,2020-04-23,St Martin,19
107754,164,France,2020-04-24,2020-04-24 03:30:31,14,2020-04-23,Martinique,73
107755,326,France,2020-04-24,2020-04-24 03:30:31,4,2020-04-23,Mayotte,125
107758,18,France,2020-04-24,2020-04-24 03:30:31,0,2020-04-23,New Caledonia,17
107771,412,France,2020-04-24,2020-04-24 03:30:31,0,2020-04-23,Reunion,238
107772,6,France,2020-04-24,2020-04-24 03:30:31,0,2020-04-23,Saint Barthelemy,6
107848,158183,France,2020-04-24,2020-04-24 03:30:31,21856,2020-04-23,France,42088
107727,107,France,2020-04-24,2020-04-24 03:30:31,1,2020-04-23,French Guiana,84
107728,57,France,2020-04-24,2020-04-24 03:30:31,0,2020-04-23,French Polynesia,36
107734,148,France,2020-04-24,2020-04-24 03:30:31,12,2020-04-23,Guadeloupe,76
107773,1,France,2020-04-24,2020-04-24 03:30:31,0,2020-04-23,Saint Pierre and Miquelon,0
110884,354,France,2020-04-25,2020-04-25 06:30:33,4,2020-04-24,Mayotte,144
110899,412,France,2020-04-25,2020-04-25 06:30:33,0,2020-04-24,Reunion,300
110900,6,France,2020-04-25,2020-04-25 06:30:33,0,2020-04-24,Saint Barthelemy,6
110887,18,France,2020-04-25,2020-04-25 06:30:33,0,2020-04-24,New Caledonia,17
110883,170,France,2020-04-25,2020-04-25 06:30:33,14,2020-04-24,Martinique,77
110976,158636,France,2020-04-25,2020-04-25 06:30:33,22245,2020-04-24,France,43493
110857,57,France,2020-04-25,2020-04-25 06:30:33,0,2020-04-24,French Polynesia,41
110909,38,France,2020-04-25,2020-04-25 06:30:33,3,2020-04-24,St Martin,24
110863,149,France,2020-04-25,2020-04-25 06:30:33,12,2020-04-24,Guadeloupe,82
110856,111,France,2020-04-25,2020-04-25 06:30:33,1,2020-04-24,French Guiana,87
110901,1,France,2020-04-25,2020-04-25 06:30:33,0,2020-04-24,Saint Pierre and Miquelon,0
114110,160292,France,2020-04-26,2020-04-26 02:30:31,22614,2020-04-25,France,44594
113991,57,France,2020-04-26,2020-04-26 02:30:31,0,2020-04-25,French Polynesia,41
114033,417,France,2020-04-26,2020-04-26 02:30:31,0,2020-04-25,Reunion,300
114021,18,France,2020-04-26,2020-04-26 02:30:31,0,2020-04-25,New Caledonia,17
114018,380,France,2020-04-26,2020-04-26 02:30:31,4,2020-04-25,Mayotte,144
113990,111,France,2020-04-26,2020-04-26 02:30:31,1,2020-04-25,French Guiana,87
114035,1,France,2020-04-26,2020-04-26 02:30:31,0,2020-04-25,Saint Pierre and Miquelon,0
114034,6,France,2020-04-26,2020-04-26 02:30:31,0,2020-04-25,Saint Barthelemy,6
114043,38,France,2020-04-26,2020-04-26 02:30:31,3,2020-04-25,St Martin,24
113997,149,France,2020-04-26,2020-04-26 02:30:31,12,2020-04-25,Guadeloupe,82
114017,175,France,2020-04-26,2020-04-26 02:30:31,14,2020-04-25,Martinique,77
117185,38,France,2020-04-27,2020-04-27 02:30:33,3,2020-04-26,St Martin,24
117163,18,France,2020-04-27,2020-04-27 02:30:33,0,2020-04-26,New Caledonia,17
117175,417,France,2020-04-27,2020-04-27 02:30:33,0,2020-04-26,Reunion,300
117176,6,France,2020-04-27,2020-04-27 02:30:33,0,2020-04-26,Saint Barthelemy,6
117177,1,France,2020-04-27,2020-04-27 02:30:33,0,2020-04-26,Saint Pierre and Miquelon,0
117160,401,France,2020-04-27,2020-04-27 02:30:33,4,2020-04-26,Mayotte,144
117159,175,France,2020-04-27,2020-04-27 02:30:33,14,2020-04-26,Martinique,77
117132,111,France,2020-04-27,2020-04-27 02:30:33,1,2020-04-26,French Guiana,87
117133,57,France,2020-04-27,2020-04-27 02:30:33,0,2020-04-26,French Polynesia,41
117139,149,France,2020-04-27,2020-04-27 02:30:33,12,2020-04-26,Guadeloupe,82
117252,160847,France,2020-04-27,2020-04-27 02:30:33,22856,2020-04-26,France,44903
120404,164589,France,2020-04-28,2020-04-28 02:30:32,23293,2020-04-27,France,45513
120329,1,France,2020-04-28,2020-04-28 02:30:32,0,2020-04-27,Saint Pierre and Miquelon,0
120328,6,France,2020-04-28,2020-04-28 02:30:32,0,2020-04-27,Saint Barthelemy,6
120327,418,France,2020-04-28,2020-04-28 02:30:32,0,2020-04-27,Reunion,300
120314,18,France,2020-04-28,2020-04-28 02:30:32,0,2020-04-27,New Caledonia,17
120311,401,France,2020-04-28,2020-04-28 02:30:32,4,2020-04-27,Mayotte,144
120282,111,France,2020-04-28,2020-04-28 02:30:32,1,2020-04-27,French Guiana,87
120283,57,France,2020-04-28,2020-04-28 02:30:32,0,2020-04-27,French Polynesia,43
120290,149,France,2020-04-28,2020-04-28 02:30:32,12,2020-04-27,Guadeloupe,82
120337,38,France,2020-04-28,2020-04-28 02:30:32,3,2020-04-27,St Martin,24
120310,175,France,2020-04-28,2020-04-28 02:30:32,14,2020-04-27,Martinique,77
123454,149,France,2020-04-29,2020-04-29 02:32:29,12,2020-04-28,Guadeloupe,82
123505,38,France,2020-04-29,2020-04-29 02:32:29,3,2020-04-28,St Martin,24
123474,175,France,2020-04-29,2020-04-29 02:32:29,14,2020-04-28,Martinique,83
123575,167605,France,2020-04-29,2020-04-29 02:32:29,23660,2020-04-28,France,46886
123475,460,France,2020-04-29,2020-04-29 02:32:29,4,2020-04-28,Mayotte,235
123494,418,France,2020-04-29,2020-04-29 02:32:29,0,2020-04-28,Reunion,300
123496,1,France,2020-04-29,2020-04-29 02:32:29,0,2020-04-28,Saint Pierre and Miquelon,0
123495,6,France,2020-04-29,2020-04-29 02:32:29,0,2020-04-28,Saint Barthelemy,6
123447,58,France,2020-04-29,2020-04-29 02:32:29,0,2020-04-28,French Polynesia,49
123446,125,France,2020-04-29,2020-04-29 02:32:29,1,2020-04-28,French Guiana,93
123478,18,France,2020-04-29,2020-04-29 02:32:29,0,2020-04-28,New Caledonia,17
126673,38,France,2020-04-30,2020-04-30 02:32:27,3,2020-04-29,St Martin,24
126643,460,France,2020-04-30,2020-04-30 02:32:27,4,2020-04-29,Mayotte,235
126622,149,France,2020-04-30,2020-04-30 02:32:27,12,2020-04-29,Guadeloupe,82
126642,175,France,2020-04-30,2020-04-30 02:32:27,14,2020-04-29,Martinique,83
126664,1,France,2020-04-30,2020-04-30 02:32:27,0,2020-04-29,Saint Pierre and Miquelon,0
126743,165093,France,2020-04-30,2020-04-30 02:32:27,24087,2020-04-29,France,48228
126662,420,France,2020-04-30,2020-04-30 02:32:27,0,2020-04-29,Reunion,300
126646,18,France,2020-04-30,2020-04-30 02:32:27,0,2020-04-29,New Caledonia,17
126615,58,France,2020-04-30,2020-04-30 02:32:27,0,2020-04-29,French Polynesia,50
126614,125,France,2020-04-30,2020-04-30 02:32:27,1,2020-04-29,French Guiana,93
126663,6,France,2020-04-30,2020-04-30 02:32:27,0,2020-04-29,Saint Barthelemy,6
129919,165764,France,2020-05-01,2020-05-01 02:32:28,24376,2020-04-30,France,49476
129848,38,France,2020-05-01,2020-05-01 02:32:28,3,2020-04-30,St Martin,24
129818,539,France,2020-05-01,2020-05-01 02:32:28,4,2020-04-30,Mayotte,235
129817,178,France,2020-05-01,2020-05-01 02:32:28,14,2020-04-30,Martinique,83
129821,18,France,2020-05-01,2020-05-01 02:32:28,0,2020-04-30,New Caledonia,17
129839,1,France,2020-05-01,2020-05-01 02:32:28,0,2020-04-30,Saint Pierre and Miquelon,0
129837,420,France,2020-05-01,2020-05-01 02:32:28,0,2020-04-30,Reunion,300
129797,151,France,2020-05-01,2020-05-01 02:32:28,12,2020-04-30,Guadeloupe,95
129790,58,France,2020-05-01,2020-05-01 02:32:28,0,2020-04-30,French Polynesia,50
129789,126,France,2020-05-01,2020-05-01 02:32:28,1,2020-04-30,French Guiana,94
129838,6,France,2020-05-01,2020-05-01 02:32:28,0,2020-04-30,Saint Barthelemy,6
133006,539,France,2020-05-02,2020-05-02 02:32:27,4,2020-05-01,Mayotte,235
133036,38,France,2020-05-02,2020-05-02 02:32:27,3,2020-05-01,St Martin,27
133107,165764,France,2020-05-02,2020-05-02 02:32:27,24594,2020-05-01,France,50212
132985,152,France,2020-05-02,2020-05-02 02:32:27,12,2020-05-01,Guadeloupe,95
133009,18,France,2020-05-02,2020-05-02 02:32:27,0,2020-05-01,New Caledonia,17
133005,179,France,2020-05-02,2020-05-02 02:32:27,14,2020-05-01,Martinique,83
133026,6,France,2020-05-02,2020-05-02 02:32:27,0,2020-05-01,Saint Barthelemy,6
133025,422,France,2020-05-02,2020-05-02 02:32:27,0,2020-05-01,Reunion,300
132978,58,France,2020-05-02,2020-05-02 02:32:27,0,2020-05-01,French Polynesia,51
132977,128,France,2020-05-02,2020-05-02 02:32:27,1,2020-05-01,French Guiana,98
133027,1,France,2020-05-02,2020-05-02 02:32:27,0,2020-05-01,Saint Pierre and Miquelon,0
136299,166976,France,2020-05-03,2020-05-03 02:32:28,24729,2020-05-02,France,49751
136228,38,France,2020-05-03,2020-05-03 02:32:28,3,2020-05-02,St Martin,27
136198,539,France,2020-05-03,2020-05-03 02:32:28,4,2020-05-02,Mayotte,235
136177,152,France,2020-05-03,2020-05-03 02:32:28,12,2020-05-02,Guadeloupe,95
136197,179,France,2020-05-03,2020-05-03 02:32:28,14,2020-05-02,Martinique,83
136219,1,France,2020-05-03,2020-05-03 02:32:28,0,2020-05-02,Saint Pierre and Miquelon,0
136218,6,France,2020-05-03,2020-05-03 02:32:28,0,2020-05-02,Saint Barthelemy,6
136217,423,France,2020-05-03,2020-05-03 02:32:28,0,2020-05-02,Reunion,300
136201,18,France,2020-05-03,2020-05-03 02:32:28,0,2020-05-02,New Caledonia,17
136170,58,France,2020-05-03,2020-05-03 02:32:28,0,2020-05-02,French Polynesia,51
136169,128,France,2020-05-03,2020-05-03 02:32:28,1,2020-05-02,French Guiana,98
139426,38,France,2020-05-04,2020-05-04 02:32:28,3,2020-05-03,St Martin,27
139395,179,France,2020-05-04,2020-05-04 02:32:28,14,2020-05-03,Martinique,83
139497,167272,France,2020-05-04,2020-05-04 02:32:28,24864,2020-05-03,France,49973
139375,152,France,2020-05-04,2020-05-04 02:32:28,12,2020-05-03,Guadeloupe,95
139396,650,France,2020-05-04,2020-05-04 02:32:28,6,2020-05-03,Mayotte,235
139415,423,France,2020-05-04,2020-05-04 02:32:28,0,2020-05-03,Reunion,300
139417,1,France,2020-05-04,2020-05-04 02:32:28,0,2020-05-03,Saint Pierre and Miquelon,0
139416,6,France,2020-05-04,2020-05-04 02:32:28,0,2020-05-03,Saint Barthelemy,6
139368,58,France,2020-05-04,2020-05-04 02:32:28,0,2020-05-03,French Polynesia,51
139367,128,France,2020-05-04,2020-05-04 02:32:28,1,2020-05-03,French Guiana,98
139399,18,France,2020-05-04,2020-05-04 02:32:28,0,2020-05-03,New Caledonia,17
142627,38,France,2020-05-05,2020-05-05 02:32:34,3,2020-05-04,St Martin,29
142568,133,France,2020-05-05,2020-05-05 02:32:34,1,2020-05-04,French Guiana,100
142569,58,France,2020-05-05,2020-05-05 02:32:34,0,2020-05-04,French Polynesia,53
142600,18,France,2020-05-05,2020-05-05 02:32:34,0,2020-05-04,New Caledonia,17
142616,424,France,2020-05-05,2020-05-05 02:32:34,0,2020-05-04,Reunion,300
142617,6,France,2020-05-05,2020-05-05 02:32:34,0,2020-05-04,Saint Barthelemy,6
142618,1,France,2020-05-05,2020-05-05 02:32:34,0,2020-05-04,Saint Pierre and Miquelon,0
142597,686,France,2020-05-05,2020-05-05 02:32:34,6,2020-05-04,Mayotte,352
142576,152,France,2020-05-05,2020-05-05 02:32:34,12,2020-05-04,Guadeloupe,98
142596,181,France,2020-05-05,2020-05-05 02:32:34,14,2020-05-04,Martinique,83
142698,167886,France,2020-05-05,2020-05-05 02:32:34,25168,2020-05-04,France,50438
